User Speed (m/s),Signal Strength (dBm),Battery Level (%),Network Congestion,Distance from Base Station (m),Handover Events,Power Consumption (mW),Transmission Power (dBm),Throughput (Mbps),Latency (ms),RF Link Quality
12.35,-107.91,31,High,858.57,1,697.7,30.0,1.0,136.29,Poor
10.18,-93.07,87,High,658.96,1,737.95,24.53,1.0,156.91,Poor
9.11,-78.2,55,Medium,470.79,1,461.84,17.1,15.51,94.02,Moderate
2.33,-80.89,63,High,427.1,0,474.54,18.44,1.0,127.4,Poor
26.85,-89.49,92,Low,631.13,3,524.13,22.74,8.04,52.28,Poor
11.96,-91.61,40,Medium,647.72,3,676.77,23.81,1.67,93.77,Poor
20.81,-70.78,69,Medium,409.24,2,452.64,13.39,18.65,86.75,Moderate
12.87,-115.13,41,High,976.56,3,762.9,30.0,1.0,147.95,Poor
12.65,-78.18,16,High,514.06,3,378.45,17.09,1.0,112.93,Poor
12.43,-106.48,91,Low,856.31,3,659.15,30.0,8.12,58.05,Poor
1.32,-72.12,11,Medium,332.27,0,411.81,14.06,43.88,79.99,Moderate
0.74,-87.03,19,Medium,569.59,0,459.46,21.52,16.68,80.4,Moderate
13.3,-77.59,67,Medium,522.08,2,540.96,16.8,12.76,79.29,Poor
12.22,-72.11,51,Low,389.95,3,510.95,14.05,53.85,28.1,Good
8.39,-109.97,84,Low,885.35,1,694.73,30.0,3.82,67.63,Poor
11.73,-96.49,89,Medium,794.44,3,707.11,26.25,1.0,95.71,Poor
0.77,-81.37,37,Medium,456.51,0,543.23,18.69,28.07,77.07,Moderate
10.97,-92.76,30,Medium,594.49,0,688.03,24.38,1.0,91.19,Poor
0.55,-103.91,88,Low,721.78,0,799.57,29.95,24.35,71.82,Moderate
13.6,-107.79,85,Low,824.43,3,665.67,30.0,1.0,55.43,Poor
27.68,-93.52,89,Medium,786.03,2,714.53,24.76,1.0,90.97,Poor
2.62,-74.32,32,Medium,355.16,0,498.41,15.16,30.17,79.2,Moderate
2.68,-100.92,37,Low,746.79,0,650.48,28.46,24.65,70.02,Moderate
25.94,-62.31,67,High,221.95,2,542.63,9.15,1.0,86.97,Poor
12.07,-87.36,83,High,610.26,3,497.15,21.68,1.0,128.45,Poor
8.41,-92.33,97,Low,585.21,1,754.57,24.16,24.76,49.45,Moderate
2.61,-100.97,30,Low,709.98,0,625.51,28.48,20.75,55.54,Moderate
11.44,-67.45,77,Medium,303.79,3,390.24,11.72,43.25,75.09,Moderate
12.76,-74.62,54,High,400.73,3,448.58,15.31,1.0,104.6,Poor
13.42,-90.92,60,Medium,623.55,1,747.13,23.46,1.0,99.34,Poor
27.33,-88.44,18,Medium,660.35,2,326.98,22.22,1.0,96.71,Poor
0.17,-79.18,29,Medium,494.81,0,446.44,17.59,30.44,81.98,Moderate
1.86,-84.73,33,Low,526.88,0,559.25,20.36,41.54,29.68,Good
9.61,-56.86,21,High,163.48,1,514.08,6.43,18.78,84.69,Moderate
1.88,-96.78,11,High,743.41,0,631.97,26.39,1.0,152.51,Poor
0.67,-100.22,34,Low,748.21,0,784.74,28.11,32.85,61.63,Moderate
1.45,-75.1,29,High,492.68,0,543.69,15.55,9.32,117.11,Poor
8.89,-63.38,27,Low,318.4,0,549.62,9.69,71.15,38.2,Good
1.59,-89.48,27,Medium,533.2,0,544.34,22.74,12.63,82.52,Poor
1.36,-86.53,25,Low,695.51,0,545.45,21.27,54.25,46.75,Good
27.32,-86.65,37,High,599.42,2,513.74,21.32,1.0,124.36,Poor
25.9,-100.68,48,Low,730.55,4,732.04,28.34,1.0,67.4,Poor
2.32,-87.37,26,Low,593.03,0,458.04,21.68,41.2,37.32,Good
2.32,-88.49,46,Low,620.43,0,389.35,22.24,38.98,45.24,Moderate
23.88,-80.46,34,High,454.24,2,476.35,18.23,1.0,111.02,Poor
0.08,-83.11,32,Medium,427.58,0,463.88,19.56,30.57,68.42,Moderate
2.54,-95.1,68,High,704.43,0,782.79,25.55,1.0,137.95,Poor
0.17,-110.15,10,High,892.22,0,600.63,30.0,1.0,146.87,Poor
11.69,-84.06,57,Medium,537.47,2,519.77,20.03,4.24,80.88,Poor
19.37,-56.86,91,Medium,181.27,1,565.47,6.43,39.35,68.0,Moderate
1.36,-80.74,72,Low,483.57,0,521.32,18.37,52.64,38.21,Good
13.7,-74.12,49,Medium,390.13,3,438.81,15.06,23.41,88.92,Moderate
2.43,-110.58,10,Low,894.8,0,549.15,30.0,5.9,60.14,Poor
18.79,-82.37,66,Medium,533.6,3,518.45,19.18,1.0,72.66,Poor
1.56,-93.78,58,Low,660.2,0,697.44,24.89,40.42,41.68,Good
1.2,-86.99,42,Low,590.64,0,414.94,21.5,51.93,57.36,Moderate
10.58,-74.08,83,Medium,355.56,1,526.24,15.04,24.98,78.39,Moderate
0.96,-59.77,46,High,253.22,0,468.25,7.88,39.91,110.04,Poor
2.58,-93.66,22,Low,715.18,0,759.59,24.83,31.36,58.81,Moderate
12.69,-100.94,70,Low,802.18,3,676.75,28.47,5.95,53.73,Poor
11.42,-100.41,88,Low,785.68,1,642.89,28.2,6.99,43.32,Poor
25.6,-108.73,98,Low,867.26,3,672.35,30.0,1.0,86.39,Poor
12.2,-66.19,10,Low,312.07,3,381.82,11.09,53.13,34.76,Good
11.98,-88.22,39,Low,585.33,3,423.73,22.11,39.83,62.04,Moderate
2.72,-81.16,55,Low,523.34,0,509.64,18.58,45.04,26.6,Good
2.28,-111.65,85,High,924.8,0,651.91,30.0,1.0,157.75,Poor
0.3,-87.76,97,Medium,589.22,0,456.16,21.88,19.94,99.56,Moderate
13.05,-98.6,85,Medium,690.42,1,671.16,27.3,1.0,90.57,Poor
9.27,-89.11,24,Medium,738.01,0,431.78,22.55,9.51,89.45,Poor
13.86,-87.61,13,High,629.85,2,414.21,21.81,1.0,118.93,Poor
1.48,-75.87,28,Medium,366.34,0,546.7,15.94,43.49,71.66,Moderate
9.8,-80.99,28,Medium,503.28,0,503.95,18.49,12.87,94.5,Poor
25.0,-92.18,23,High,645.65,2,752.06,24.09,1.0,130.63,Poor
17.06,-82.56,100,Medium,473.85,3,514.38,19.28,3.49,88.44,Poor
21.76,-93.99,80,Medium,629.12,2,703.34,24.99,1.0,98.0,Poor
10.87,-89.29,26,Low,534.25,1,526.86,22.64,27.86,52.84,Moderate
10.07,-65.81,68,Medium,384.77,1,510.97,10.91,41.38,85.8,Moderate
19.07,-89.68,20,Low,622.08,2,495.66,22.84,18.19,47.55,Moderate
9.12,-95.58,79,Medium,739.65,1,724.29,25.79,1.0,95.22,Poor
24.16,-92.78,71,High,573.48,4,672.4,24.39,1.0,128.88,Poor
0.34,-50.0,96,Low,168.91,0,560.66,5.0,102.76,19.21,Good
2.68,-59.64,38,Medium,180.42,0,483.08,7.82,49.69,69.02,Moderate
19.97,-87.98,38,Low,635.43,3,497.83,21.99,20.71,41.59,Moderate
24.38,-69.04,49,Medium,417.07,4,585.55,12.52,15.55,76.25,Moderate
13.65,-73.05,80,Low,398.99,1,442.51,14.52,51.29,25.89,Good
0.74,-101.74,76,Low,645.81,0,727.35,28.87,25.44,44.1,Moderate
9.17,-89.35,81,Medium,623.9,1,503.17,22.67,5.48,90.62,Poor
0.58,-86.63,64,Low,521.18,0,496.27,21.31,55.0,33.07,Good
0.71,-90.17,48,Low,612.67,0,670.12,23.08,45.57,74.4,Moderate
1.14,-89.14,25,High,601.76,0,551.28,22.57,1.0,125.85,Poor
1.83,-102.53,22,Low,784.34,0,745.99,29.27,25.48,69.94,Moderate
1.96,-105.26,74,Low,818.94,0,605.2,30.0,16.58,59.75,Moderate
10.95,-101.02,91,Low,769.98,0,654.46,28.51,1.03,51.06,Poor
0.7,-71.33,10,Low,405.81,0,413.27,13.67,68.81,42.32,Good
2.5,-79.38,11,Low,451.9,0,517.31,17.69,57.57,56.37,Moderate
9.94,-57.8,89,Medium,188.83,1,464.7,6.9,45.85,54.02,Moderate
0.35,-76.87,44,High,470.56,0,472.9,16.44,10.41,123.12,Poor
26.98,-105.47,27,Medium,800.4,4,650.48,30.0,1.0,91.12,Poor
25.08,-84.26,77,High,528.58,4,361.08,20.13,1.0,111.28,Poor
8.53,-63.33,13,High,203.41,1,419.92,9.66,22.25,111.97,Poor
24.89,-100.25,65,Low,634.0,3,697.47,28.13,3.41,55.09,Poor
1.67,-92.92,36,Low,530.28,0,662.0,24.46,30.11,46.47,Moderate
13.02,-120.0,88,Medium,991.84,3,731.22,30.0,1.0,94.03,Poor
8.75,-112.21,48,High,1025.56,0,708.34,30.0,1.0,123.5,Poor
11.15,-95.54,25,Low,573.84,3,813.97,25.77,16.38,45.76,Moderate
8.52,-76.55,42,Low,495.19,0,430.89,16.28,42.58,43.55,Good
1.33,-104.29,34,High,754.43,0,757.95,30.0,1.0,134.59,Poor
23.94,-100.97,50,Medium,771.5,3,648.69,28.48,1.0,105.26,Poor
2.23,-73.06,95,Low,378.54,0,661.72,14.53,64.66,49.09,Good
9.8,-88.99,48,Medium,643.6,0,581.84,22.49,4.23,70.35,Poor
0.16,-81.91,40,High,474.7,0,513.47,18.96,1.0,119.87,Poor
8.83,-67.69,17,Medium,319.3,0,394.18,11.84,37.97,79.0,Moderate
11.71,-76.08,14,High,443.78,1,446.97,16.04,1.0,112.82,Poor
19.24,-81.39,66,Medium,484.39,1,479.77,18.7,1.0,84.12,Poor
1.05,-111.4,47,Low,918.44,0,687.31,30.0,10.35,63.38,Poor
20.2,-50.0,88,High,94.97,3,532.66,5.0,13.97,110.48,Poor
24.6,-87.53,87,Medium,524.99,3,475.03,21.76,1.0,91.29,Poor
13.56,-101.38,97,Medium,795.15,2,707.14,28.69,1.0,81.11,Poor
2.65,-90.34,27,Low,639.37,0,686.76,23.17,28.12,37.66,Moderate
2.35,-104.74,61,Low,900.05,0,710.08,30.0,20.45,57.07,Moderate
13.36,-78.9,53,Medium,423.25,2,545.84,17.45,11.52,91.39,Poor
1.5,-77.19,28,Medium,411.66,0,522.1,16.59,31.47,77.59,Moderate
12.65,-56.55,79,High,289.92,2,379.01,6.28,24.52,125.14,Poor
1.8,-93.45,10,Low,668.51,0,604.57,24.73,32.38,61.41,Moderate
0.56,-97.03,60,Low,747.67,0,645.35,26.52,32.49,34.76,Moderate
2.09,-68.63,66,Medium,362.25,0,475.96,12.31,45.96,73.05,Moderate
27.19,-87.2,59,Low,624.58,2,446.0,21.6,3.4,47.87,Poor
2.11,-66.84,100,Medium,339.47,0,593.89,11.42,55.04,76.61,Moderate
1.82,-65.67,53,Medium,255.74,0,472.5,10.83,54.68,71.17,Moderate
0.03,-65.98,79,Medium,368.68,0,444.71,10.99,53.26,50.7,Moderate
0.04,-78.84,81,Low,468.48,0,539.8,17.42,64.47,53.03,Moderate
10.96,-80.75,11,Medium,488.97,0,470.33,18.38,16.11,75.03,Moderate
1.29,-70.83,78,High,316.74,0,494.88,13.42,22.76,122.2,Poor
0.14,-73.35,68,High,345.73,0,577.24,14.67,18.36,103.42,Poor
1.12,-103.82,37,Medium,867.83,0,742.75,29.91,1.86,101.59,Poor
2.33,-89.97,32,High,625.84,0,524.5,22.98,1.0,125.43,Poor
19.06,-84.3,18,Low,552.92,3,359.32,20.15,28.73,46.77,Moderate
9.41,-70.82,41,Medium,480.47,1,463.04,13.41,29.04,74.17,Moderate
22.48,-82.96,81,High,473.94,3,574.25,19.48,1.0,120.1,Poor
9.51,-50.0,65,Medium,134.28,1,547.23,5.0,65.2,53.39,Moderate
13.08,-91.01,94,Medium,670.6,2,692.63,23.5,8.77,84.9,Poor
12.48,-73.77,91,Medium,463.57,1,423.65,14.88,21.85,92.02,Moderate
9.19,-93.15,98,Low,649.52,0,668.74,24.58,28.1,53.34,Moderate
9.56,-89.17,87,Low,617.94,1,602.04,22.58,37.21,42.08,Moderate
20.12,-100.55,25,Low,891.81,2,660.26,28.27,1.0,70.98,Poor
23.72,-86.69,14,High,533.35,4,424.12,21.34,1.0,101.0,Poor
0.87,-82.23,90,High,539.55,0,603.58,19.12,1.0,105.8,Poor
1.44,-76.43,73,Low,507.79,0,479.83,16.21,62.68,48.13,Good
0.43,-101.95,72,Low,664.07,0,696.86,28.98,29.0,61.74,Moderate
9.94,-99.08,66,Medium,781.77,0,644.13,27.54,1.0,100.31,Poor
11.53,-59.64,51,Low,280.25,3,520.38,7.82,66.61,7.93,Good
2.58,-73.37,60,Low,397.6,0,473.0,14.69,62.17,41.71,Good
19.89,-105.08,33,Medium,867.46,1,784.75,30.0,1.0,106.5,Poor
27.55,-100.52,47,Low,794.35,3,755.71,28.26,1.0,52.33,Poor
25.14,-92.96,50,Medium,690.94,3,633.49,24.48,1.0,88.77,Poor
20.77,-86.74,54,Low,512.29,3,491.78,21.37,17.21,60.19,Moderate
0.19,-102.27,44,High,752.48,0,715.2,29.14,1.0,151.49,Poor
1.0,-68.88,85,Low,373.34,0,540.95,12.44,65.6,16.93,Good
8.94,-72.95,100,Low,305.58,0,438.96,14.47,61.69,38.65,Good
9.53,-59.08,92,High,234.37,1,400.38,7.54,31.47,111.22,Poor
21.57,-83.29,26,Medium,406.98,2,462.36,19.65,1.0,78.82,Poor
0.71,-94.52,14,Low,588.9,0,582.34,25.26,37.72,53.41,Moderate
1.24,-74.08,85,Low,468.5,0,554.57,15.04,69.81,46.51,Good
17.35,-77.68,94,Low,420.65,2,564.51,16.84,30.5,49.78,Moderate
27.66,-96.58,33,Medium,754.16,2,624.45,26.29,1.0,87.89,Poor
1.35,-114.34,91,High,942.41,0,621.62,30.0,1.0,147.28,Poor
21.91,-72.54,93,Low,346.33,3,447.45,14.27,41.48,27.44,Good
0.15,-71.45,66,Medium,460.89,0,524.06,13.73,51.41,76.14,Moderate
17.71,-99.04,20,Low,740.23,1,656.28,27.52,2.42,62.29,Poor
2.76,-96.24,83,Medium,694.68,0,664.71,26.12,8.49,88.94,Poor
1.45,-106.36,78,Medium,854.15,0,651.35,30.0,1.0,111.44,Poor
2.09,-63.07,54,Low,270.12,0,560.74,9.53,76.76,19.1,Good
24.58,-86.12,95,Medium,519.88,2,492.56,21.06,1.0,90.75,Poor
2.24,-58.52,83,Low,158.67,0,470.12,7.26,83.84,18.45,Good
20.87,-70.22,41,Medium,365.17,2,464.59,13.11,19.28,72.56,Moderate
1.14,-81.56,11,Low,548.21,0,392.0,18.78,56.43,10.06,Good
1.86,-94.96,21,Low,719.14,0,673.27,25.48,27.72,42.57,Moderate
0.55,-76.92,53,Low,410.14,0,446.47,16.46,58.64,23.17,Good
11.59,-104.28,13,Medium,839.39,3,537.49,30.0,1.0,98.83,Poor
0.59,-85.3,53,Low,516.8,0,580.97,20.65,52.18,47.71,Good
2.29,-78.19,36,Low,565.05,0,532.67,17.1,56.61,53.94,Moderate
25.39,-93.29,44,Medium,561.45,2,718.9,24.65,1.0,94.4,Poor
0.17,-65.52,87,Low,283.27,0,452.46,10.76,71.53,40.11,Good
0.27,-93.52,76,Medium,637.46,0,767.47,24.76,7.17,95.82,Poor
22.09,-80.31,36,Low,496.23,1,546.75,18.15,22.81,44.53,Moderate
1.77,-88.48,54,Low,513.96,0,513.46,22.24,40.4,42.83,Good
1.87,-60.76,45,High,249.37,0,498.06,8.38,20.75,104.85,Poor
12.72,-71.65,71,Medium,362.5,2,468.7,13.82,20.15,50.89,Moderate
2.31,-68.43,16,Low,312.32,0,347.34,12.21,69.94,30.46,Good
12.22,-98.17,41,Low,617.52,3,667.62,27.08,4.87,66.33,Poor
2.72,-64.91,47,Low,328.73,0,389.84,10.46,75.74,55.05,Moderate
10.87,-83.52,38,Medium,546.12,1,497.76,19.76,6.63,86.89,Poor
10.88,-104.84,81,Medium,816.92,1,661.44,30.0,1.0,91.17,Poor
0.68,-97.42,12,Low,685.25,0,533.63,26.71,37.3,57.5,Moderate
2.25,-73.85,36,Low,403.69,0,453.21,14.93,64.89,32.8,Good
0.95,-67.58,31,Medium,400.11,0,433.89,11.79,46.94,74.92,Moderate
1.71,-88.51,80,Low,628.24,0,542.12,22.26,46.59,43.85,Good
11.87,-101.88,79,Low,682.6,3,683.29,28.94,3.19,62.89,Poor
0.62,-74.73,27,Medium,513.56,0,385.79,15.37,33.19,84.54,Moderate
2.3,-79.35,98,High,486.2,0,480.02,17.68,1.0,136.16,Poor
0.93,-67.67,40,Medium,297.55,0,467.42,11.84,53.01,59.04,Moderate
12.64,-77.91,68,Medium,493.09,2,566.98,16.96,17.48,87.51,Moderate
13.57,-93.71,82,Medium,665.6,3,698.6,24.85,1.0,91.87,Poor
13.39,-78.11,46,Medium,463.16,3,420.3,17.06,12.33,78.01,Poor
21.08,-91.34,91,Medium,628.14,1,727.68,23.67,1.0,98.3,Poor
9.43,-96.92,28,Medium,705.63,1,661.04,26.46,1.0,94.09,Poor
1.63,-80.36,37,Medium,456.66,0,575.56,18.18,31.64,83.86,Moderate
0.46,-76.44,60,Medium,408.68,0,512.43,16.22,37.87,82.04,Moderate
27.53,-84.88,44,Medium,521.4,4,436.72,20.44,1.0,95.75,Poor
17.42,-85.11,27,Low,508.02,3,483.52,20.55,26.87,38.58,Moderate
27.64,-61.43,64,Low,289.4,2,397.07,8.71,37.84,25.93,Moderate
11.25,-85.22,44,High,553.73,1,518.03,20.61,1.0,123.32,Poor
0.93,-77.43,56,Low,461.69,0,524.76,16.71,57.26,57.05,Moderate
21.51,-84.03,41,Low,514.24,2,422.21,20.01,28.05,30.25,Moderate
0.64,-74.88,99,Low,458.0,0,471.14,15.44,60.57,51.51,Moderate
11.61,-71.95,32,High,336.92,3,496.69,13.97,3.11,135.54,Poor
1.77,-86.81,63,Low,554.24,0,465.18,21.4,44.04,45.99,Good
11.3,-80.92,60,Low,523.98,2,511.16,18.46,39.4,52.51,Moderate
0.69,-117.43,12,Medium,930.08,0,617.08,30.0,1.0,125.7,Poor
11.27,-96.31,32,Medium,692.32,3,631.32,26.16,1.0,80.92,Poor
24.1,-78.17,11,Low,563.68,2,377.12,17.08,19.89,42.27,Moderate
12.02,-71.59,53,Medium,414.76,2,435.98,13.79,31.14,79.89,Moderate
2.57,-94.3,11,Medium,627.17,0,616.38,25.15,5.7,99.72,Poor
1.72,-85.34,71,High,524.45,0,456.81,20.67,1.0,127.75,Poor
1.67,-67.37,32,Medium,349.02,0,533.11,11.69,39.99,78.05,Moderate
0.24,-69.31,44,Medium,417.03,0,555.06,12.66,44.63,64.63,Moderate
0.84,-71.32,23,Medium,264.26,0,539.11,13.66,43.72,73.02,Moderate
8.65,-70.89,64,Medium,411.08,0,447.36,13.45,39.95,65.65,Moderate
1.77,-99.29,17,Low,694.17,0,651.02,27.65,25.02,52.55,Moderate
1.69,-91.6,31,Medium,611.25,0,606.19,23.8,16.51,83.07,Moderate
1.62,-72.77,57,High,316.09,0,582.47,14.39,16.71,135.39,Poor
0.54,-74.87,12,Medium,495.29,0,229.65,15.43,42.33,78.27,Moderate
0.85,-60.79,58,Medium,222.41,0,602.02,8.4,55.05,69.62,Moderate
0.1,-80.39,84,Medium,411.08,0,532.05,18.2,30.15,87.42,Moderate
23.97,-87.75,90,High,540.03,4,549.33,21.87,1.0,128.47,Poor
12.87,-101.32,38,Low,659.58,2,715.42,28.66,1.0,57.98,Poor
25.59,-98.31,90,Medium,736.11,2,724.35,27.15,1.0,97.74,Poor
1.39,-72.43,29,Low,332.35,0,487.57,14.21,62.89,36.98,Good
21.81,-90.39,69,High,653.96,2,709.37,23.2,1.0,136.43,Poor
1.01,-75.53,32,High,553.07,0,445.72,15.76,11.5,114.57,Poor
2.63,-68.97,13,Medium,309.37,0,469.45,12.48,52.53,84.21,Moderate
1.77,-81.93,49,High,504.66,0,507.54,18.97,6.18,127.63,Poor
0.13,-77.83,79,Medium,472.62,0,538.53,16.92,36.64,77.35,Moderate
8.93,-86.82,58,Medium,602.67,1,433.98,21.41,4.43,79.79,Poor
8.84,-76.65,57,Low,467.2,0,573.73,16.32,41.82,31.52,Good
0.83,-64.07,89,High,280.86,0,494.81,10.04,33.32,106.5,Poor
8.68,-73.49,14,High,393.84,1,313.1,14.74,6.86,116.51,Poor
1.88,-94.67,58,Medium,681.86,0,679.11,25.34,1.0,84.53,Poor
23.74,-72.13,92,High,329.92,4,464.6,14.06,1.0,117.32,Poor
11.74,-75.71,30,Medium,525.81,3,512.54,15.85,22.81,76.9,Moderate
23.28,-91.81,69,Medium,586.02,2,693.08,23.91,1.0,76.76,Poor
1.29,-85.84,60,Medium,562.67,0,497.05,20.92,26.37,93.64,Moderate
19.14,-98.72,19,Medium,718.57,3,524.33,27.36,1.0,75.76,Poor
11.68,-73.44,68,Low,416.2,3,427.16,14.72,49.7,29.63,Good
2.48,-83.51,74,Low,578.54,0,462.95,19.76,52.87,44.14,Good
2.31,-111.35,12,Medium,788.61,0,577.91,30.0,1.0,89.86,Poor
1.07,-82.3,87,Low,445.48,0,488.88,19.15,57.6,45.13,Good
10.1,-99.65,91,Medium,658.39,0,733.73,27.82,1.0,110.66,Poor
8.84,-71.4,47,Low,394.91,0,531.93,13.7,61.41,46.28,Good
0.39,-96.23,86,Medium,602.19,0,760.19,26.11,9.77,107.84,Poor
18.37,-77.71,77,Medium,498.57,2,609.2,16.86,3.24,78.74,Poor
9.6,-113.14,88,Medium,820.34,1,775.21,30.0,1.0,125.35,Poor
18.63,-60.4,48,Low,265.95,3,547.61,8.2,65.39,5.0,Good
2.59,-78.93,84,Medium,430.31,0,561.19,17.46,26.96,87.0,Moderate
0.81,-94.4,56,Low,753.49,0,680.77,25.2,32.38,49.18,Moderate
8.98,-85.27,75,High,530.0,1,589.17,20.63,1.0,127.79,Poor
0.74,-63.86,29,Low,256.91,0,437.09,9.93,83.06,11.61,Good
0.47,-50.0,62,Medium,83.61,0,523.33,5.0,77.12,47.33,Good
1.3,-93.05,57,Low,666.25,0,632.38,24.52,35.31,43.46,Moderate
1.87,-93.02,23,High,634.96,0,682.52,24.51,1.0,147.29,Poor
27.53,-110.15,85,Low,940.95,4,617.06,30.0,1.0,74.82,Poor
22.91,-72.75,38,Medium,436.95,3,511.11,14.38,16.8,73.62,Moderate
2.06,-89.19,94,Medium,515.0,0,484.49,22.6,13.0,81.96,Poor
10.35,-65.44,69,Low,317.14,0,449.54,10.72,62.59,33.0,Good
19.66,-101.6,47,High,758.26,2,636.26,28.8,1.0,133.13,Poor
1.14,-51.53,69,Low,177.44,0,440.2,5.0,95.11,24.0,Good
1.38,-112.13,22,Medium,898.65,0,688.29,30.0,1.0,95.61,Poor
0.92,-78.8,92,Low,422.89,0,553.36,17.4,53.65,37.68,Good
2.32,-97.87,92,Low,674.21,0,764.67,26.93,23.42,45.09,Moderate
0.35,-98.21,62,Medium,711.04,0,709.54,27.1,7.9,88.01,Poor
2.72,-85.79,43,Medium,592.24,0,473.85,20.9,10.31,84.09,Poor
1.9,-112.23,78,Medium,971.6,0,709.61,30.0,1.0,99.46,Poor
1.09,-86.49,81,High,616.26,0,446.0,21.24,1.0,116.88,Poor
13.43,-84.77,31,Medium,484.22,2,513.08,20.38,8.17,96.48,Poor
9.14,-97.5,17,High,697.76,0,670.86,26.75,1.0,119.07,Poor
11.87,-54.89,36,Medium,49.89,3,537.9,5.44,55.09,73.03,Moderate
0.64,-54.55,88,Low,237.1,0,474.05,5.28,93.83,24.17,Good
1.67,-83.07,84,Medium,550.21,0,443.38,19.54,21.75,74.31,Moderate
18.5,-68.54,54,Low,325.99,3,585.65,12.27,37.04,28.06,Moderate
8.58,-92.72,98,High,678.43,1,716.31,24.36,1.0,131.72,Poor
25.78,-82.56,93,High,479.69,2,524.5,19.28,1.0,132.88,Poor
26.26,-83.1,36,Medium,496.6,3,500.54,19.55,1.0,66.49,Poor
9.06,-103.37,31,Low,884.24,0,604.18,29.69,12.38,45.35,Poor
11.5,-76.75,11,High,379.73,3,400.73,16.37,1.0,110.5,Poor
21.76,-90.57,66,Low,601.28,3,768.9,23.29,6.48,63.52,Poor
13.3,-94.17,97,Low,696.07,3,695.16,25.08,16.05,36.62,Moderate
24.2,-72.77,93,Medium,292.67,4,434.9,14.38,7.67,75.67,Poor
0.31,-81.35,31,Low,460.1,0,510.0,18.67,53.02,42.64,Good
1.56,-86.5,71,Low,527.19,0,496.93,21.25,51.51,47.15,Good
0.97,-120.0,60,Medium,1044.53,0,658.64,30.0,1.0,114.72,Poor
8.62,-84.32,45,Medium,676.71,0,542.69,20.16,15.82,78.99,Moderate
2.48,-85.66,71,High,595.43,0,509.81,20.83,4.48,145.88,Poor
9.6,-84.29,52,Medium,522.22,0,480.5,20.14,10.95,70.27,Poor
11.55,-100.91,60,High,750.9,3,716.07,28.46,1.0,125.29,Poor
1.05,-82.91,43,High,507.03,0,447.88,19.45,5.46,129.01,Poor
0.09,-82.61,71,Low,528.11,0,562.71,19.31,53.19,41.73,Good
1.39,-76.99,75,High,364.46,0,657.48,16.5,15.36,104.11,Poor
0.13,-88.39,43,High,615.03,0,452.64,22.19,1.0,122.02,Poor
12.67,-91.66,95,Low,633.82,2,706.3,23.83,21.49,65.12,Moderate
0.68,-109.91,61,Medium,944.85,0,713.91,30.0,1.0,104.78,Poor
23.69,-67.91,35,Low,334.81,2,405.18,11.95,49.8,29.86,Good
2.49,-89.48,62,Medium,626.7,0,502.22,22.74,15.27,95.63,Moderate
13.39,-86.27,59,Medium,576.9,2,432.1,21.14,4.16,107.78,Poor
24.68,-97.04,85,High,799.69,3,717.01,26.52,1.0,147.63,Poor
10.72,-75.76,90,Medium,465.07,0,572.8,15.88,26.43,74.44,Moderate
26.96,-74.2,72,Medium,466.58,3,517.38,15.1,1.0,73.92,Poor
21.6,-85.95,82,High,528.44,1,523.52,20.98,1.0,135.28,Poor
1.2,-82.99,28,High,554.54,0,560.46,19.5,6.03,127.55,Poor
11.11,-95.62,82,Low,619.37,1,733.98,25.81,17.06,60.95,Moderate
0.63,-94.9,87,Medium,643.03,0,669.15,25.45,14.67,100.2,Poor
13.52,-80.66,85,Low,561.89,1,496.17,18.33,35.79,42.58,Moderate
10.25,-84.89,100,High,537.25,1,569.78,20.45,1.0,124.85,Poor
21.1,-64.62,73,Low,275.45,1,500.94,10.31,51.34,25.06,Good
0.23,-50.0,70,High,146.01,0,480.99,5.0,53.36,95.28,Moderate
23.6,-72.89,16,Medium,397.84,4,434.19,14.44,7.87,64.81,Poor
19.09,-87.56,56,Low,601.2,2,395.68,21.78,24.71,50.3,Moderate
1.16,-75.97,91,Low,492.24,0,516.57,15.98,59.41,34.0,Good
2.67,-62.33,99,Medium,313.59,0,502.16,9.16,49.49,67.65,Moderate
1.36,-86.09,35,Medium,515.71,0,460.42,21.05,15.82,88.42,Moderate
2.04,-96.89,22,Low,699.42,0,706.9,26.44,31.14,73.55,Moderate
8.85,-95.89,20,Medium,665.85,1,680.51,25.95,1.0,85.35,Poor
13.02,-78.35,46,Low,515.87,2,523.64,17.18,58.26,31.47,Good
19.26,-71.14,42,Medium,419.03,1,519.44,13.57,24.18,80.85,Moderate
1.2,-77.63,61,High,347.84,0,569.68,16.82,6.08,117.9,Poor
0.27,-85.51,34,High,598.97,0,479.66,20.76,1.0,122.59,Poor
10.09,-65.61,23,High,285.78,1,442.12,10.81,15.09,124.77,Poor
27.42,-86.42,68,Medium,582.85,2,474.63,21.21,1.0,85.34,Poor
1.24,-101.78,19,Low,707.87,0,568.36,28.89,27.37,56.41,Moderate
2.54,-84.69,93,Medium,658.12,0,455.1,20.34,18.0,83.72,Moderate
23.62,-50.0,39,High,146.26,2,541.4,5.0,19.75,103.22,Poor
13.19,-85.98,58,Medium,537.09,3,555.17,20.99,17.42,70.64,Moderate
27.46,-102.78,40,Low,715.08,2,696.78,29.39,1.0,64.31,Poor
1.75,-74.38,25,Low,397.03,0,440.45,15.19,62.6,33.57,Good
2.63,-66.79,71,Low,392.59,0,567.13,11.39,81.13,38.47,Good
